iter	RMSE
142	0.3941354082
143	0.3940876317
144	0.3940190458
145	0.3939625087
146	0.393893506
147	0.3938489273
148	0.3937929295
149	0.3937548277
150	0.3936623341
151	0.3936020548
152	0.3935061071
153	0.3934174401
154	0.3933382431
155	0.393266122
156	0.3931958179
157	0.3931403869
158	0.3930547673
159	0.3929696902
160	0.3929280304
161	0.3928689291
162	0.3928157524
163	0.3927551039
164	0.3927013492
165	0.3926438812
166	0.3925832118
167	0.3925293235
168	0.3924739715
169	0.3923832048
170	0.3923300445
171	0.3922279547
172	0.3921458789
173	0.3920562886
174	0.3919867408
175	0.3919430037
176	0.3918843508
177	0.3918592068
178	0.3918091479
179	0.3917464299
180	0.3917043612
181	0.3916417615
182	0.3915823717
183	0.3915229309
184	0.3914730426
185	0.3914076863
186	0.391333903
187	0.3912919772
188	0.3912270707
189	0.3911577116
190	0.3911354067
191	0.3910442141
192	0.3909948419
193	0.3909806289
194	0.3909483456
195	0.3909097831
196	0.3908414171
197	0.3907892848
198	0.3907208537
199	0.3906844783
200	0.3906592407
201	0.3905787482
202	0.3905026018
203	0.3904496138
204	0.3904059057
205	0.390356024
206	0.390330272
207	0.390270394
208	0.3902580952
209	0.3901989963
210	0.3901193615
211	0.3900706141
212	0.3900192786
213	0.3899710989
214	0.3899235929
215	0.3898580934
216	0.3897998096
217	0.3897479198
218	0.3897073669
219	0.3896626214
220	0.3896365104
221	0.3896022526
222	0.389526015
223	0.3894861059
224	0.3894481538
225	0.3893829456
226	0.3893338032
227	0.3892887787
228	0.3892344278
229	0.3891821357
230	0.389127494
231	0.3890928093
232	0.389062849
233	0.3890288565
234	0.3889969817
235	0.3889417755
236	0.3889019196
237	0.3888621208
238	0.3888326405
239	0.3888067221
240	0.3887548363
241	0.3887173606
242	0.3886566126
243	0.3886234045
244	0.3885837455
245	0.3885733238
246	0.3885479098
247	0.3885062489
248	0.388453991
249	0.3884022493
250	0.3883489979
251	0.3883222739
252	0.3882932444
253	0.3882369128
254	0.3881805163
255	0.3881418059
256	0.3881116689
257	0.3880816145
258	0.3880596869
259	0.3880375655
260	0.3879762148
261	0.3879418072
262	0.3878963057
263	0.3878544626
264	0.3878329304
265	0.387795463
266	0.387763066
267	0.3877549668
268	0.3877227471
269	0.3877028997
270	0.3876842521
271	0.3876489411
272	0.3876145456
273	0.3875741609
274	0.3875182331
275	0.3875015791
276	0.3874526788
277	0.3874013121
278	0.3873499207
279	0.3873056329
280	0.3872685455
281	0.3872208358
282	0.3871932603
283	0.3871485254
284	0.3871032294
285	0.3870340909
286	0.3870015016
287	0.3869558318
288	0.3869096605
289	0.3868849394
290	0.3868590311
291	0.3868120642
292	0.3867884751
293	0.3867623631
294	0.3867232943
295	0.3866646391
296	0.3866193369
297	0.3865913824
298	0.3865554186
299	0.3865331357
300	0.3865174034
301	0.3864887938
302	0.3864187132
303	0.3863903531
304	0.3863450826
305	0.3863211768
306	0.3862913313
307	0.3862571138
308	0.3862299435
309	0.3861984632
310	0.3861659758
311	0.3861338799
312	0.3860877246
313	0.3860596055
314	0.3860334074
315	0.3859879928
316	0.3859735757
317	0.3859622156
318	0.3859418691
319	0.3859197892
320	0.3858755159
321	0.3858461637
322	0.3858141043
323	0.3857780439
324	0.3857441795
325	0.3857165781
326	0.3856972683
327	0.3856408113
328	0.3856164216
329	0.3855751554
330	0.385537023
331	0.3855100014
332	0.3854796497
333	0.385453012
334	0.3854228796
335	0.3853998024
336	0.3853736385
337	0.3853612776
338	0.3853409432
339	0.3853073495
340	0.3852846442
341	0.3852580619
342	0.3852398852
343	0.3852027221
344	0.3851557652
345	0.3851305757
346	0.3851114095
347	0.3850851578
348	0.3850434751
349	0.3849993958
350	0.3849677193
351	0.3849484445
352	0.3849207699
353	0.3848909182
354	0.3848756945
355	0.3848498808
356	0.3848092379
357	0.3847874178
358	0.3847627103
359	0.3847392516
360	0.3847051825
361	0.3846675805
362	0.384628628
363	0.3845988931
364	0.3845592501
365	0.3845268263
366	0.3845142125
367	0.3844956892
368	0.3844601834
369	0.38444219
370	0.3844078759
371	0.3843727601
372	0.3843475944
373	0.384314608
374	0.3842847355
375	0.3842602295
376	0.3842553781
377	0.3842278463
378	0.3841905534
379	0.3841617186
380	0.3841259197
381	0.384100861
382	0.3840754493
383	0.3840454444
384	0.3840089327
385	0.3839789803
386	0.3839628045
387	0.3839469593
388	0.3839261094
389	0.3839003948
390	0.3838693735
391	0.3838375156
392	0.3837885723
393	0.3837473142
394	0.3837174362
395	0.3836823663
396	0.3836508847
397	0.3836112693
398	0.3835831371
399	0.383546938
400	0.3835186258
401	0.3834920414
402	0.3834646656
403	0.3834329375
404	0.3834037958
405	0.3833782012
406	0.3833441148
407	0.3833073557
408	0.3832884359
409	0.3832549601
410	0.3832317928
411	0.3832081043
412	0.3831892993
413	0.3831725361
414	0.3831559726
415	0.3831341064
416	0.3830916192
417	0.3830774121
418	0.3830569783
419	0.3830278072
420	0.3830092475
421	0.3829858626
422	0.3829637277
423	0.3829256757
424	0.3829015727
425	0.3828873899
426	0.3828379534
427	0.3827765417
428	0.3827354511
429	0.3827021633
430	0.3826826892
431	0.3826537354
432	0.3826324365
433	0.3825981477
434	0.3825837279
435	0.3825419026
436	0.3825211457
437	0.3824793375
438	0.3824648428
439	0.3824440909
440	0.3824143709
441	0.382403596
442	0.3823801526
443	0.3823432044
444	0.3823048577
445	0.3822782078
446	0.3822608341
447	0.3822303154
448	0.3822138255
449	0.3821869456
450	0.3821662837
451	0.3821427721
452	0.3821213918
453	0.3820986411
454	0.3820802412
455	0.3820613657
456	0.3820388064
457	0.3820253543
458	0.3820102795
459	0.3819927365
460	0.3819741691
461	0.3819571026
462	0.3819272213
463	0.3819036489
464	0.3818876944
465	0.3818559124
466	0.3818258848
467	0.381796711
468	0.3817801102
469	0.3817590105
470	0.3817311966
471	0.3817079492
472	0.3816957558
473	0.3816819228
474	0.3816666995
475	0.3816444562
476	0.3816201119
477	0.3815848167
478	0.3815593898
479	0.381546235
480	0.3815227859
481	0.381478241
482	0.3814560188
483	0.3814250418
484	0.3814057055
485	0.3813753579
486	0.3813557308
487	0.3813333681
488	0.3813003031
489	0.3812694398
490	0.3812453122
491	0.3812194449
492	0.3811922113
493	0.3811626021
494	0.3811477556
495	0.3811242392
496	0.3810958841
497	0.3810709505
498	0.3810500696
499	0.3810359902
500	0.3810190677
501	0.3810003262
502	0.3809807737
503	0.3809444797
504	0.3809324696
505	0.3808998331
506	0.3808865418
507	0.3808673535
508	0.3808383121
509	0.3808103187
510	0.3807893193
511	0.3807701305
512	0.3807592717
513	0.3807466968
514	0.3807274472
515	0.3807060342
516	0.3806872096
517	0.3806694873
518	0.3806497242
519	0.3806388198
520	0.3806206446
521	0.3805899342
522	0.38056959
523	0.3805555675
524	0.3805268009
525	0.3805099922
526	0.3804791403
527	0.3804641151
528	0.380429718
529	0.3804098995
530	0.380384676
531	0.3803672194
532	0.380353191
533	0.3803320993
534	0.3803181246
535	0.3802964112
536	0.3802835047
537	0.380263179
538	0.3802478392
539	0.3802208072
540	0.3802024164
541	0.3801755455
542	0.3801639892
543	0.3801345453
544	0.3800818031
545	0.3800646226
546	0.3800390946
547	0.3800267614
548	0.3800096912
549	0.3799898507
550	0.3799746783
551	0.3799443754
552	0.3799196826
553	0.3799014345
554	0.3798813044
555	0.3798739798
556	0.3798529918
557	0.3798463101
558	0.3798339118
559	0.3798216883
560	0.3798099052
561	0.3798001052
562	0.3797815277
563	0.3797488814
564	0.379728519
565	0.3797097783
566	0.3796990859
567	0.3796763302
568	0.3796389534
569	0.3796227878
570	0.3796102484
571	0.3795748784
572	0.3795576436
573	0.3795319906
574	0.3795125436
575	0.3794956498
576	0.3794732324
577	0.3794516326
578	0.3794194615
579	0.3794013206
580	0.3793876716
581	0.3793673458
582	0.3793517755
583	0.3793313237
584	0.3793114098
585	0.3792958244
586	0.3792723237
587	0.3792613274
588	0.3792479694
589	0.3792306727
590	0.3792166107
591	0.3791897817
592	0.379178602
593	0.3791510472
594	0.3791326371
595	0.3791208516
596	0.3790939063
597	0.3790805856
598	0.3790648991
599	0.3790490203
600	0.3790356714
601	0.3790228124
602	0.3790101205
603	0.3789894701
604	0.378967575
605	0.3789483071
606	0.3789202837
607	0.3789075472
608	0.3788965827
609	0.3788864464
610	0.3788757436
611	0.3788622943
612	0.3788442352
613	0.3788209762
614	0.3788060795
615	0.3787798443
616	0.3787676035
617	0.3787473369
618	0.3787271881
619	0.3787047394
620	0.378683104
621	0.3786625332
622	0.3786354818
623	0.378610311
624	0.3785960057
625	0.3785758012
626	0.3785590842
627	0.3785439981
628	0.3785217536
629	0.3785126328
630	0.3784923792
631	0.3784698565
632	0.3784626957
633	0.3784355126
634	0.3784227516
635	0.3784044892
636	0.3783919246
637	0.3783756366
638	0.3783572993
639	0.3783369326
640	0.3783039496
641	0.3782878329
642	0.3782774897
643	0.3782567394
644	0.3782457607
645	0.378218081
646	0.378207403
647	0.3781900792
648	0.3781784576
649	0.3781696612
650	0.3781440814
651	0.3781343664
652	0.3781128481
653	0.3781071613
654	0.3780848065
655	0.3780677336
656	0.3780517918
657	0.3780356932
658	0.3780162512
659	0.3779899297
660	0.377964533
661	0.3779518735
662	0.3779435689
663	0.3779271686
664	0.3779190707
665	0.377891651
666	0.3778852966
667	0.3778789159
668	0.3778688527
669	0.3778555239
670	0.3778385142
671	0.3778185334
672	0.3778052126
673	0.377792974
674	0.3777835121
675	0.3777671448
676	0.377750621
677	0.3777288048
678	0.3776968169
679	0.3776800122
680	0.3776581797
681	0.3776370649
682	0.3776325558
683	0.3776235143
684	0.3776079946
685	0.3775992493
686	0.3775861679
687	0.3775672396
688	0.3775469833
689	0.3775197423
690	0.3775047727
691	0.3774950039
692	0.3774757425
693	0.3774616508
694	0.3774406468
695	0.3774197167
696	0.3774040571
697	0.3773879217
698	0.3773757262
699	0.3773557508
700	0.3773318149
701	0.3773190244
702	0.3773007015
703	0.3772793006
704	0.3772678066
705	0.3772570535
706	0.3772407672
707	0.3772238124
708	0.3772112231
709	0.3771963447
710	0.3771847919
711	0.3771591855
712	0.3771405632
713	0.3771289637
714	0.377120407
715	0.3771017117
716	0.3770823316
717	0.3770655366
718	0.3770468989
719	0.3770249982
720	0.3770054747
721	0.3769972271
722	0.3769872928
723	0.3769750273
724	0.3769462164
725	0.3769223252
726	0.3769087219
727	0.3769013714
728	0.3768867646
729	0.37686506
730	0.3768396072
731	0.3768241581
732	0.3768107087
733	0.3768001196
734	0.3767725009
735	0.3767562551
736	0.3767415272
737	0.3767324208
738	0.3767168201
739	0.3766972927
740	0.3766882505
741	0.3766667657
742	0.3766590263
743	0.3766373599
744	0.3766302073
745	0.3766013756
746	0.3765855543
747	0.3765744675
748	0.3765614885
749	0.3765493541
750	0.3765386048
751	0.3765222934
752	0.3765077966
753	0.3764887407
754	0.3764739324
755	0.3764522204
756	0.376431722
757	0.3764056104
758	0.3763932471
759	0.3763843844
760	0.3763744049
761	0.3763665151
762	0.3763580102
763	0.3763489587
764	0.3763260494
765	0.3763099602
766	0.3762957923
767	0.3762898989
768	0.3762617837
769	0.376251202
770	0.3762308246
771	0.3762167531
772	0.3761950843
773	0.3761809454
774	0.3761516148
775	0.376131043
776	0.3761198463
777	0.3761091799
778	0.3760932109
779	0.3760838073
780	0.3760709097
781	0.3760536813
782	0.3760415431
783	0.37602154
784	0.376009297
785	0.3759987329
786	0.3759731174
787	0.3759616137
788	0.3759438743
789	0.3759139979
790	0.3759055475
791	0.3758907977
792	0.3758749652
793	0.3758592768
794	0.3758508752
795	0.3758256204
796	0.3758163098
797	0.3757925279
798	0.3757824126
799	0.3757740711
800	0.3757557376
801	0.3757436851
802	0.3757265144
803	0.37571217
804	0.3756991702
805	0.3756861864
806	0.3756599727
807	0.3756326602
808	0.3756257538
809	0.3756156286
810	0.3755980245
811	0.3755810259
812	0.3755725956
813	0.3755564464
814	0.3755437407
815	0.3755239311
816	0.3755128261
817	0.3754991747
818	0.3754824401
819	0.3754742743
820	0.3754608517
821	0.3754494005
822	0.3754343752
823	0.3754236423
824	0.3754043166
825	0.3753903303
826	0.3753743738
827	0.3753624927
828	0.3753534821
829	0.3753437221
830	0.3753199005
831	0.3753093098
832	0.3752807415
833	0.375263757
834	0.3752464667
835	0.375234197
836	0.3751962903
837	0.3751778898
838	0.3751587967
839	0.3751481895
840	0.3751392981
841	0.3751278828
842	0.3751043504
843	0.3750895509
844	0.3750800409
845	0.3750722369
846	0.3750548788
847	0.3750424026
848	0.3750312049
849	0.3750194229
850	0.3750085833
851	0.3749960777
852	0.3749808413
853	0.3749573228
854	0.374942746
855	0.3749316715
856	0.3749130802
857	0.3748922958
858	0.3748753447
859	0.3748653817
860	0.3748532326
861	0.3748360098
862	0.3748207051
863	0.3748043291
864	0.3747901548
865	0.3747803513
866	0.3747622608
867	0.3747295621
868	0.3747137042
869	0.3746963627
870	0.3746811267
871	0.3746649557
872	0.3746523571
873	0.3746372317
874	0.374620317
875	0.3746061844
876	0.3745935945
877	0.3745818558
878	0.3745726203
879	0.3745620698
880	0.3745555278
881	0.3745400369
882	0.3745285462
883	0.3745184612
884	0.3745056617
885	0.3744926027
886	0.3744790139
887	0.3744713438
888	0.3744497764
889	0.3744405425
890	0.3744245315
891	0.3744024301
892	0.3743864968
893	0.3743727483
894	0.3743677765
895	0.3743587973
896	0.3743431726
897	0.3743347064
898	0.3743154233
899	0.3743023863
900	0.3742787304
901	0.3742645035
902	0.3742536
903	0.3742443206
904	0.3742342496
905	0.3742232542
906	0.3742109456
907	0.3741974687
908	0.3741847692
909	0.3741730996
910	0.3741641319
911	0.3741530498
912	0.3741402489
913	0.3741192947
914	0.3741021686
915	0.3740852055
916	0.3740672892
917	0.3740589531
918	0.3740458827
919	0.3740369482
920	0.3740161358
921	0.3739925512
922	0.3739810427
923	0.3739709097
924	0.373959089
925	0.3739494568
926	0.373939214
927	0.3739264365
928	0.3739143206
929	0.3739082841
930	0.3738934347
931	0.3738751063
932	0.3738539875
933	0.3738359036
934	0.3738136845
935	0.3738032782
936	0.373787517
937	0.3737677934
938	0.373740515
939	0.3737296512
940	0.373720727
941	0.3737069806
942	0.3736932044
943	0.3736862316
944	0.373681455
945	0.3736739143
946	0.3736673884
947	0.373651374
948	0.3736415141
949	0.373627076
950	0.3736159721
951	0.3736021223
952	0.373595095
953	0.3735831068
954	0.3735713306
955	0.3735524932
956	0.3735411018
957	0.373528878
958	0.3735182248
959	0.3735012347
960	0.3734854618
961	0.3734722701
962	0.3734594533
963	0.3734423168
964	0.3734341288
965	0.3734244406
966	0.3734169064
967	0.3734076955
968	0.373398166
969	0.3733897773
970	0.3733757456
971	0.3733657622
972	0.3733600203
973	0.3733531537
974	0.3733404355
975	0.3733305088
976	0.3733166329
977	0.3733101677
978	0.3733008205
979	0.3732850391
980	0.3732615604
981	0.3732457399
982	0.3732296811
983	0.37321931
984	0.3732098648
985	0.3731992431
986	0.3731893834
987	0.3731677974
988	0.3731506514
989	0.373137067
990	0.373113817
991	0.3731043134
992	0.3730958654
993	0.3730887136
994	0.373079709
995	0.3730725298
996	0.3730644375
997	0.3730521385
998	0.3730425988
999	0.3730338702
